,teks,tipe
550,Ke Cikini membeli bubur \n Anak gajah di dalam peti \n Malam ini tak dapat tidur \n Terbayang wajah kekasih hati,Pantun Cinta
551,Kalau mau menanam tebu \n Tanamlah di dekat pohon jambu \n Kalau kau cinta padaku \n Bilang saja i love you,Pantun Cinta
552,Kembang gula di perigi \n untuk aku minum jamu \n ke mana pun kamu pergi \n Aku selalu rindu kamu,Pantun Cinta
553,Hati senang diundang pesta \n Sahabat lama yang sedang dinanti \n Apakah ini artinya cinta \n Jika tanpa tulus di hati,Pantun Cinta
554,Jalan-jalan ke Samarinda \n Tidak lupa bawa bambu \n Makin lama makin bahagia \n Lihat kamu berkerudung ungu,Pantun Cinta
555,Ada gula ada kopi \n Disimpan di atas lemari \n Rindu ini menari-nari \n Menanti sang pujaan hati,Pantun Cinta
556,Meski hanya buah jambu \n tapi ini bisa diramu \n Meskipun jarang ketemu \n Tapi cintaku hanya untukmu,Pantun Cinta
557,Aku sedang minum jamu \n Minum di bawah pohon jambu \n Aku tak mau kehilangan kamu \n Karna aku sangat mencintaimu,Pantun Cinta
558,Jarum jam terus berdetik \n Banyak waktu telah terbuang \n Hari ini kamu cantik \n Aku jadi makin sayang,Pantun Cinta
559,Pagi-pagi udah sarapan \n Lauknya ikan teri \n Selamat pagi aku ucapkan \n Untukmu kekasih hati,Pantun Cinta
560,Beribu-ribu pohon beringin \n Hanya satu si pohon randu \n Saat malam terasa dingin \n Hanya wajahmu yang aku rindu,Pantun Cinta
561,Daging ayam dibuat gulai \n buat dimakan kita nanti \n Dirimu seorang yang ternilai \n Takkan pernah bisa diganti,Pantun Cinta
562,Wahai seruling buluh perindu \n Suaranya memikatku \n Wahai gadis pujaanku \n Aku sangat cinta kamu,Pantun Cinta
563,Tak usah menggurui \n Dia itu kepala suku \n Perlu kamu ketahui \n Kamu adalah semangat hidupku,Pantun Cinta
564,Sapu rumah hingga bersih \n Atapnya satu dibawa pergi \n Tatap mataku wahai kekasih \n Cintaku satu tak terbagi-bagi,Pantun Cinta
565,Ke Batu membeli ketan \n paling enak yang warna hitam \n Kalau siang mata tak kelihatan \n kalau malam matanya tajam,Pantun Teka-Teki
566,Terjebak hujan di Taman Mini \n membuat baju jadi basah kuyup \n Coba tebak barang apa ini \n Saat dipegang mati dilempar hidup,Pantun Teka-Teki
567,Buah melon buah nangka \n Dijual di pasar buah-buahan \n Coba jawab wahai saudara \n Makin diisi makin ringan?,Pantun Teka-Teki
568,"Pergi ke kota naik angkutan \n Tidak lupa berkunjung ke balai kota \n Punya sisik, tapi bukan ikan \n Punya mahkota, tapi bukan raja",Pantun Teka-Teki
569,Mendengar ibu sedang masak \n Ternyata masak kue panggang \n Kalau kamu pintar menebak \n ular apa yang ada di pinggang,Pantun Teka-Teki
570,Hari liburan terasa kurang \n ingin kembali meminta cuti \n Bentuknya cantik bagai bintang \n warnanya kuning menarik hati,Pantun Teka-Teki
571,Alpukat enak buahnya \n segera dimakan jangan sampai busuk \n Coba tebak apa jawabnya \n semakin berisi semakin menunduk,Pantun Teka-Teki
572,Gadis cantik bertopi baret \n cantiknya seperti bunga mekar \n Putih-putih duduk berderet \n di luar tebing di dalam pagar,Pantun Teka-Teki
573,Jika ingin ke rumah Rina \n hati-hati banyak tilangan \n Memiliki mata tiga warna \n satu kaki tanpa tangan,Pantun Teka-Teki
574,"Ke kebun panen kentang \n pulangnya membeli putu \n Punya daun, tak punya batang \n coba tebak apakah itu?",Pantun Teka-Teki
575,Pergi ke pasar membeli pasak \n Tidak lupa membeli papan \n Percuma saja punya ilmu banyak \n Kalau itu tidak pernah diamalkan,Pantun Pendidikan
576,Bangun pagi langsung ke sawah \n Di jalan ketemu Pak Camat \n Pendidikan bukan cuma cari ijaza \n Tapi cari ilmu yang bermanfaat,Pantun Pendidikan
577,Pisau di dapur haruslah diasah \n Supaya tajam dan jadi kuat \n Belajar harus tanpa kenal lelah \n Agar dapat ilmu yang bermanfaat,Pantun Pendidikan
578,Jika pohon harus dipanjat \n Kaki jangan melompat-lompat \n Jika ingin naik derajat \n Ilmu dan iman harus diangkat,Pantun Pendidikan
579,Piknik mari bawalah banyak tikar \n Dekap erat jangan sampai tergores \n Pendidikan bukan tentang gelar \n Semua itu murni menceritakan proses,Pantun Pendidikan
580,Sesudah sungai kian meriak \n Air pun ngalir hingga lautan \n Sesudah dapat ilmu yang banyak \n Lalu ajarkan juga amalkan,Pantun Pendidikan
581,Jalan-jalan ke kota Kendari \n Tidak lupa ajak ibu bapak \n Amalkan ilmu sehari-hari \n Agar tak lupa di dalam benak,Pantun Pendidikan
582,Sore hari pulang ke rumah \n Langsung tidur capek sekali \n Cari ilmu tak hanya di sekolah \n Tapi juga di kehidupan sehari-hari,Pantun Pendidikan
583,Kain dijahit jadilah baju \n Bukan menjadi nisan jenazah \n Sekolah untuk mencari ilmu \n Bukan sekadar dapat ijazah,Pantun Pendidikan
584,Agus orangnya suka merenung \n Tiap hari tidak pernah lupa \n Jikalau nanti engkau pun bingung \n Tanyakan saja pada ahlinya,Pantun Pendidikan
585,Petang datang para tamu \n Jauh dari seberang sana \n Rajinlah engkau meraih ilmu \n Sebagai bekal di hari tua,Pantun Pendidikan
586,"Lautan luas warnanya biru \n Ada ikan, cumi, dan gurita \n Hormatilah ibu bapak guru \n Karena mereka sangatlah berjasa",Pantun Pendidikan
587,Percuma punya liontin emas \n Kalau emasnya emas yang palsu \n Percuma punya otak yang cerdas \n Jika akhlaknya buruk selalu,Pantun Pendidikan
588,Sofa empuk  berwarna jingga \n Beli ayam dengan lalapan \n Masa muda harus bekerja \n Agar bahagia dan berkecukupan,Pantun Anak-anak
589,Tugal padi jangan bertangguh \n Kunyit di kebun siapa penggalinya \n Jika tuan cerdik sungguh \n Langit tergantung di mana talinya,Pantun Anak-anak
590,Membuat manisan dari buah salak \n Dijual dengan macam-macam harga \n Jadi anak berbaktilah pada ibu bapak \n Agar kelak bisa masuk surga,Pantun Anak-anak
591,Menanam mangga di pulau bukum \n Tinggi sedepa sudah berbuah \n Adat bermula pada hukum \n Hukum bermula pada Kitabullah,Pantun Adat dan Alam
592,Lebat daun bunga tanjung \n Bau harum bunga cempaka \n Adat dijaga pusaka dijunjung \n Baru terpelihara adat pusaka,Pantun Adat dan Alam
593,Sungguh manis gula malaka \n Jangan dibacuh dibuat serbat \n Sungguh teguh adat pusaka \n Biar mati anak jangan mati adat,Pantun Adat dan Alam
594,Buah berangan di rumpun pinang \n Limau kasturi berdaun muda \n Kalau berkenan masuklah meminang \n Tanda diri beradat budaya,Pantun Adat dan Alam
595,Bukan kacang sembarang kacang \n Kacang melilit pada kayu jati \n Saya datang bukan sekedar datang \n Datang membawa hajat di hati,Pantun Adat dan Alam
596,Menyulam dengan benang kasar \n Baju disulam tepi kainnya \n Salah kecil ataupun besar \n Hukumnya sudah tersedia,Pantun Adat dan Alam
597,Duduk antara kawan dan lawan \n Tidak berpijak betung sebelah \n Mau berpijak kepada lawan \n Di situ kata putuslah sudah,Pantun Adat dan Alam
598,Anak taruna tiba di darat \n Dari Semarang langsung ke Deli \n Hidup di dunia biar beradat \n Bahasa tidak dijual beli,Pantun Adat dan Alam
599,Pohon salak berbuah lebat \n Bilalah masak harum juga \n Berumpun pusaka berupa adat \n Daerah berluhak alam beraja,Pantun Adat dan Alam
600,Penghapus putih berbahan karet \n Walaupun hitam penghapus jua \n Kain yang indah ialah songket \n Pusaka adat patut dijaga,Pantun Adat dan Alam
601,Ditengah Sumatera adalah Jambi \n Disebelahnya ada Sumatera Barat \n Suluh bendang dalam nagari \n Tugas penghulu menjaga adat,Pantun Adat dan Alam
602,Pohon pinang ditanam rapat \n Puyuh kini berlari-lari \n Samalah kita menjunjung adat \n Tonggak budaya semai di hati,Pantun Adat dan Alam
603,Manis sungguh gula gula \n Jangan dimakan dibuat lepat \n Sungguh teguh adat pusaka \n Biar mati anak jangan mati adat,Pantun Adat dan Alam
604,Cantik nian si kumbang jati \n Khatib masjid pulang berkuda \n Patah tumbuh hilang berganti \n Adat lama begitu juga,Pantun Adat dan Alam
605,Lebat daun bunga kecubung \n Berbau harum bunga cempaka \n Adat dijaga pusaka dijunjung \n Baru terpelihara adat pusaka,Pantun Adat dan Alam
606,Pukat bukan sembarang pukat \n Pukat penjala ikan berenang \n Bukan adat sembarang adat \n Adat pusaka nenek moyang,Pantun Adat dan Alam
607,Bukalah mata di pagi hari \n Cuci muka hilangkan kantuk \n Rendah hatilah seperti padi \n Makin berisi makin merunduk,Pantun Budi
608,Bumi berputar tanah dipijak \n Tanah bergoyang datanglah gempa \n Siapa yang mau menjadi bijak \n Harus selalu berlapang dada,Pantun Budi
609,Hati-hati kalau menyeberang \n Perhatikanlah keselamatanmu \n Hati-hati di tempat orang \n Jagalah selalu sopan-santunmu,Pantun Budi
610,Burung merpati burung tekukur \n Terbang bersama di atas sawah \n Agar hati selalu bersyukur \n Lihatlah selalu orang di bawah,Pantun Budi
611,Beli baju berwarna biru \n Baju baru bermcam-macam \n Agar hati tenang selalu \n Jangan pernah menyimpan dendam,Pantun Budi
612,Dalam kuali menanak nasi \n Nasi berubah menjadi bubur \n Sifat tamak tak kan berhenti \n Sebelum badan masuk ke kubur,Pantun Budi
613,Ayah ibu duduk di kursi \n Kursi anyaman buatan negeri \n Kalau hati menyimpan dengki \n Kawan menjauh teman pun pergi,Pantun Budi
614,Di pinggir pantai main ayunan \n Melambung tinggi tiada terasa \n Bila memanggil dengan senyuman \n Orang pun datang dengan tertawa,Pantun Budi
615,Hujan deras di tanah merah \n Tanah keras menjadi basah \n Bila sadar telah bersalah \n Rendahkan hati minta maaflah,Pantun Budi
616,Bila datang bubuhkan paraf \n Tuliskan nama di dalam buku \n Kalau sudah memberi maaf \n Jangan ungkit salah yang lalu,Pantun Budi
617,Gelap siang seperti petang \n Petir bersahut hujan berderai \n Jangan potong ucapan orang \n Dengarkan bicara hingga selesai,Pantun Budi
618,Menanam pohon di pinggir ladang \n Pohon kecil banyak sekali \n Sebelum cari kesalahan orang \n Lebih baik berkaca diri,Pantun Budi
619,Badan basah terkena hujan \n Ganti baju tak kedinginan \n Yang benar ayo kita teruskan \n Yang keliru ayo kita tinggalkan,Pantun Budi
620,Bila yang matang jatuh sendiri \n Yang mentah dipetik dari pohonnya \n Bila yang muda bisa menghormati \n Yang tua pun akan menyayanginya,Pantun Budi
621,Naik gunung dan terus naik \n Menuju puncak penuh harapan \n Bicara selalu yang baik-baik \n Atau diamlah jaga ucapan,Pantun Budi
622,Membaca buku di dalam tenda \n Tenda dibangun di pinggir sawah \n Bila amarah sudah bicara \n Yang baik pun tetap jadi masalah,Pantun Budi
623,Menggulung tali mengikat benang \n Tali mendekat benang menjauh \n Ucapan baik membuat senang \n Ucapan buruk mencipta musuh,Pantun Budi
624,Kuli angkut membawa barang \n Barang dibawa dalam kereta \n Bila suka menuding orang \n Nanti hidup menuding kita,Pantun Budi
625,Indah elok si kayu ukir \n Ukiran kuda di tengah hutan \n Kalau bicara tanpa dipikir \n Sering berakhir di pertengkaran,Pantun Budi
626,Pengantin baru duduk bersanding \n Membalas senyum tamu undangan \n Kalau kita duduk berunding \n Masalah sulit kan terpecahkan,Pantun Budi
627,Merah-merah pakaian badut \n Badut menari di terik siang \n Hati panas jangan diturut \n Kalau diturut akal pun hilang,Pantun Budi
628,Dalam kamar adik belajar \n Agar ujian menjadi mudah \n Dukunglah pada yang benar \n Bijaklah pada yang salah,Pantun Budi
629,Ibu memasak sayur dan gulai \n Untuk tamu yang akan datang \n Kalau bisa hidup berdamai \n Untuk apa mengajak perang,Pantun Budi
630,Pakai baju ukurannya pas \n Baju biru pemberian mertua \n Jangan lupa belajar dengan ikhlas \n Agar kelak mendapat ridho-Nya,Pantun Bijak
631,Orang bijak cinta bahasa \n Bahasa luas Bahasa masyarakat \n Bahasa itu menunjukan Bangsa \n Bangsa terhotmat punya martabat,Pantun Pendidikan
632,Kepada siapa datangnya wahyu \n Kepada Nabi wahyu turun \n Dari mana datangnya ilmu \n Dari belajar dengan tekun,Pantun Nasihat
633,Citah perang melawan citah \n Seekor pelatuk mati di tengah \n Jika kau tak mahu sekolah \n Ayah bunda pasti gelisah,Pantun Pendidikan
634,Ada gadis perawan \n paling cantik di kampungnya \n Hormatilah ibumu kawan \n Ada surga di telapak kakinya,Pantun Agama
635,Para hadirin tegap dan hormat \n Karena telah dimulai upacara \n Karena pejuang-pejuang hebat \n 17-8-1945 Indonesia raih merdeka,Pantun Kemerdekaan
636,Seram sekali Bukit Hantu \n pergi sendiri membawa lampu \n Orang lain takkan membantu \n jika malas jadi tabiatmu,Pantun Nasihat
637,Udan-udan ngeyup ngisor wit gedhang \n wegah sangu payung amarga ngrepoti \n Pangapura sampeyan kulo gadang-gadang \n kita raketke pasederekan ing dina riyadi,Pantun Bahasa Jawa
638,Gelang emas di dalam peti \n hilang satu di taman melati \n Kasih sayang yang sejati \n membawamu bahagia hingga mati,Pantun Cinta
639,Makan mendoan di kantin sekolah \n Minum teh sisri bersama Falah \n Maaf jika aku telah berbuat salah \n Kasih tahu aku InsyaAllah bisa berubah,Pantun Agama
640,Manis sungguh gula Melaka \n Jangan dibancuh dibuat serbat \n Sungguh teguh adat pusaka \n  Biar mati anak jangan mati adat,Pantun Adat
641,Jangan patahkan atap mengkuang \n Atap patah kumbangpun lalu \n Jangan patahkan cakap orang \n Cakap patah orangnya malu,Pantun Nasihat
642,Bukan lebah sembarang lebah \n Lebah bersarang di buku buluh \n Bukan sembah sembarang sembah \n Sembah bersarang jari sepuluh,Pantun Adat
643,Anak kera di atas bukit \n Dipanah oleh Indera Sakti \n Dipandang muka senyum sedikit \n Karena sama menaruh hati,Pantun Cinta
644,Mencari motor di tempat persewaan \n Menyewa motor untuk pergi pacaran \n Seberat apapun sebuah pekerjaan \n Akan terasa ringan bila tidak dikerjakan,Pantun Jenaka
645,Hari minggu pergi berburu \n Berburu rusa bersama teman \n Anak baik hormati guru \n Itu namanya murid budiman,Pantun Pendidikan
646,Kitab Shafie berjudul Risalah \n Ada terjemahan ke bahasa Melayu \n Kuat hubungan dengan Allah \n Ibu yang ikut wahyu,Pantun Ibu
647,Burung Glatik \n Lagi hinggap di batu   \n Kamu memang cantik \n Tapi kok badannya bau,Pantun Jenaka
648,Makan tahu bumbu petis \n Duduk sendiri sambil merenung \n Aku bukan lelaki romantis \n Namun kesetiaanku setinggi gunung,Pantun Cinta
649,Kalau keladi sudah ditanam \n Jangan lagi meminta balas \n Kalau budi sudah ditanam \n Jangan lagi meminta balas,Pantun Budi
650,Bayi lahir mestine nangis \n gawe gila nek ngguyu mringis \n Lebaran sungkem wongtuwo ojo lali \n kang ngrumat awakmu wiwit bayi,Pantun Bahasa Jawa
651,Nahkoda bekerja di hari Minggu \n Kapal besar siap berlayar \n Pergi sekolah untuk menuntut ilmu \n Hormati guru dengan tekun belajar,Pantun Guru
652,Burung dara terbang melanglang \n Hinggapnya di pucuk pepohonan \n Setiap kali ayah pulang \n Selalu saja banyak makanan,Pantun Anak-anak
653,Anak-anak bermain batu \n Batu dilempar satu persatu \n Berbadan lurus matanya satu \n Ekornya tajam apakah itu? (Jawabannya: Jarum),Pantun Teka-Teki
654,Beli nasi di warung pak ketut \n Sungguh enak rasa masakannya \n Maksud hati ingin kentut \n Apalah daya keluar isinya,Pantun Jenaka
655,Kancil menulis di daun lontar \n Ketika mentari telah bersinar \n Belajar tak sekedar pintar \n Namun menjadi pribadi benar,Pantun Nasihat
656,Berlayar perahu dari Berandan \n Menuju arah Selat Malaka \n Lebar kepala dari badan \n Apakah itu coba kau terka? (Jawabannya: Ikan pari),Pantun Teka-Teki
657,Layangan putus nyangkut di paku \n Pakunya nempel di jemuran baju \n Cinta mu tulus hanya untuk ku \n Tapi sayang mama ku ngga setuju,Pantun Jenaka
658,"Menuntut ilmu butuh pemahaman \n Sudah paham, jangan disalahgunakan \n Jika jodoh di tangan tuhan \n Maka dekatkanlah diri kepada tuhan",Pantun Cinta
659,Sungguh indah pohon di musim semi \n Daunnya indah banyak dipetiki \n Banyak - banyaklah bersilaturahmi \n Karena silaturahmi penyambung rezeki,Pantun Nasihat
660,"Nagara tentrem amarga para satria pinandhita \n bengi shalat tahajud, awan sregep makarya \n Sugeng riyadi, sedaya kalepatan kula nyuwun pangapura \n Latihan pasa sewulan mugi kita dados manungsa takwa",Pantun Bahasa Jawa
661,Buat rumah di hutan belukar \n Pohon rusak jadi tontonan \n Hutan bukan untuk dibakar \n Tapi untuk sumber kehidupan,Pantun Alam
662,Harum wanginya bunga selasih \n Tersiram hujan daunnya basah \n Belahan jiwa curahan kasih \n Tempat hilangkan resah gelisah,Pantun Cinta
663,Ada tubuh ada tangan \n Tiada kepala tiada kaki \n Sangat berguna waktu hujan \n Apakah dia yang dimaksudkan ini (baju hujan),Pantun Teka-Teki
664,Ada kain berwarna merah \n Sungguh indah dipandang mata \n Kalau main jangan marah \n Senang sahaja bersuka cita,Pantun Anak-anak
665,Pokok pinang ditanam rapat \n Puyuh kini berlari-lari \n Samalah kita menjunjung adat \n Tunggak budaya semai dihati,Pantun Adat
666,Biarlah orang bertanam buluh \n Mari kita bertanam padi \n Biarlah orang bertanam musuh \n Mari kita menanam budi,Pantun Budi
667,Paling seger minum limau \n Campur madu tambah nikmat \n Ayam berani sama harimau \n Itu ayam super nekat,Pantun Jenaka
668,Sayang-sayang buah kepayang \n Buah kepayang hendak dimakan \n Manusia hanya boleh merancang \n Kuasa Allah yang menentukan,Pantun Agama
669,Suara kereta tut tut tut \n Terdengar hingga Ci Salak \n Udin lari terkentut-kentut \n Ternyata dikejar anjing galak,Pantun Anak-anak
670,Ikan pari loncat ke selokan \n Bisa-bisa mati kurang makan \n Didik diri jadi dermawan \n sedekah jariyah sebagai bekalan,Pantun Agama
671,Kain batik banyak sekodi \n Perca tersimpan di dalam goni \n Turun ke sawah menanam padi \n Bermain lumpur bareng petani,Pantun Anak-anak
672,Taruh kembali pisau belati \n karena tajam bagaikan duri \n Cinta kasih di dalam hati \n Biarlah tumbuh dan berseri,Pantun Cinta
673,Jalan-jalan ke rawa-rawa \n Capek duduk di pohon palm \n Geli hati menahan tawa \n Melihat katak memakai helm,Pantun Jenaka
674,Sangat laku jualan jamu \n Jualnya ke tanah seberang \n Saat aku melihat dirimu \n Dunia rasanya terang benderang,Pantun Cinta
675,Kamar kos-kosan bentuknya persegi \n disewa tukang roti \n takan bosan kuucapkan slamat pagi \n untukmu sang pemilik hati,Pantun Cinta
676,Pergi ke pasar beli salak \n Salaknya dimakan berdua \n Hey kamu anak bapak \n Patuhlah pada kedua orang tua,Pantun Bijak
677,Air cuka bercampur pasta \n terkena mata jadi terluka \n Jangan suka berkata dusta \n Kalau tak ingin masuk neraka,Pantun Agama
678,Para petani menanam padi \n Padi disemai benihpun jadi \n Sehat sejati tak hanya jasmani \n Tapi jiwa hati nurani,Pantun Berbalas
679,Banyaklah masa antara masa \n Tidak seelok masa bersua \n Meninggalkan solat jadi biasa \n Tanpa takut api neraka,Pantun Agama
680,Kalau ingin makan kelapa \n Kupas kulit sampai tak tersisa \n Kalau ingin dapat juara \n Belajarlah dan jangan menyerah,Pantun Anak-anak
681,Batang selasih permainan anak \n Daunnya sehelai dimakan kuda \n Bercerai kasih bertalak tidak \n Seribu tahun kembali juga,Pantun Perpisahan
682,Pak Tegus pergi ke Bali \n Melihat bule sedang menari \n Aduh pantas kau bau sekali \n Kau belum mandi enam hari,Pantun Jenaka
